drivername,championshipposition,yearofseason,racingseries,points,sprintwins,featurewins,podiums,pointsfinishes,totalwins,promoted,team,constructorschampionshipstanding,numberofraces,polepositions,dnsdnfdsq,nationality,dnf_rate,win_rate,nat_id,pole_rate,podium_rate,points_per_race,rev_championship_pos,rev_const_champ,constructorsstandings,points_finish_rate,post_formalization,z_rev,z_points,z_pole,z_dnf,perf_index,driver_id,team_id,const_champ
Z. Maloney,26,2022,FIA Formula 2,0,0,0,0,0,0,0,Trident,9,2,0,0,Barbados,0,0,5,0,0,0,-26,-9,,0,1,-1.1421473,-1.3226918,-.38801068,-1.3395715,-1.5132782,120,28,9
J. Correa,27,2022,FIA Formula 2,0,0,0,0,0,0,0,Van Amersfoort Racing,10,2,0,0,United States,0,0,44,0,0,0,-27,-10,,0,1,-1.2531152,-1.3226918,-.38801068,-1.3395715,-1.6242461,45,31,10
T. Calderón,28,2022,FIA Formula 2,0,0,0,0,0,0,0,Charouz Racing System,8,7,0,4,Colombia,.5714286,0,14,0,0,0,-28,-8,,0,1,-1.3640831,-1.3226918,-.38801068,2.4699593,-5.544745,114,8,8
L. Zendeli,29,2022,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,11,2,0,1,Germany,.5,0,22,0,0,0,-29,-11,,0,1,-1.4750509,-1.3226918,-.38801068,1.9937677,-5.1795211,64,5,11
O. Piastri,1,2021,FIA Formula 2,252.5,1,1,7,13,2,1,Prema Racing,1,23,5,3,Australia,.13043478,.086956523,3,.2173913,.30434781,10.978261,-1,-1,,.56521738,1,1.6320499,.7861855,4.3982124,-.47000474,7.2864528,88,21,1
R. Shwartzman,2,2021,FIA Formula 2,192,3,0,6,13,3,0,Prema Racing,1,23,0,2,Russia,.086956523,.13043478,37,0,.26086956,8.347826,-2,-1,,.56521738,1,1.521082,.7861855,-.38801068,-.75986034,2.6791172,99,21,1
G. Zhou,3,2021,FIA Formula 2,183,3,0,4,10,3,1,UNI-Virtuosi Racing,2,22,1,3,China,.13636364,.13636364,13,.045454547,.18181819,8.318182,-3,-2,,.45454547,1,1.4101142,.37325859,.61274511,-.43047893,2.8265967,40,30,2
D. Ticktum,4,2021,FIA Formula 2,159.5,2,0,3,13,2,0,Carlin,3,23,0,3,United Kingdom,.13043478,.086956523,43,0,.13043478,6.9347825,-4,-3,,.56521738,1,1.2991463,.7861855,-.38801068,-.47000474,2.167326,28,7,3
T. Pourchaire,5,2021,FIA Formula 2,140,1,0,5,10,1,0,ART Grand Prix,5,23,1,4,France,.17391305,.043478262,20,.043478262,.2173913,6.0869565,-5,-5,,.43478259,1,1.1881784,.29952151,.56923395,-.18014912,2.237083,117,2,5
J. Vips,6,2021,FIA Formula 2,120,3,0,5,10,3,0,Hitech Grand Prix,4,23,0,4,Estonia,.17391305,.13043478,18,0,.2173913,5.2173915,-6,-4,,.43478259,1,1.0772105,.29952151,-.38801068,-.18014912,1.1688704,54,13,4
J. Daruvala,7,2021,FIA Formula 2,113,2,0,5,9,2,0,Carlin,3,23,0,1,India,.043478262,.086956523,23,0,.2173913,4.9130435,-7,-3,,.39130434,1,.96624261,.13730022,-.38801068,-1.0497159,1.7652481,47,7,3
F. Drugovich,8,2021,FIA Formula 2,105,2,0,4,6,2,0,UNI-Virtuosi Racing,2,21,0,3,Brazil,.14285715,.095238097,7,0,.19047619,5,-8,-2,,.2857143,1,.85527474,-.2566658,-.38801068,-.38718882,.59778708,31,30,2
L. Lawson,9,2021,FIA Formula 2,103,2,0,4,10,2,0,Hitech Grand Prix,4,22,1,7,New Zealand,.31818181,.090909094,33,.045454547,.18181819,4.681818,-9,-4,,.45454547,1,.74430686,.37325859,.61274511,.78164434,.94866621,61,13,4
R. Boschung,10,2021,FIA Formula 2,59.5,0,0,1,5,0,0,Campos Racing,7,23,0,4,Switzerland,.17391305,0,40,0,.043478262,2.5869565,-10,-7,,.2173913,1,.63333893,-.51158512,-.38801068,-.18014912,-.086107746,94,5,7
R. Verschoor,11,2021,FIA Formula 2,56,0,0,1,5,0,0,MP Motorsport,6,19,0,5,Netherlands,.2631579,0,32,0,.052631579,2.9473684,-11,-6,,.2631579,1,.52237105,-.34082577,-.38801068,.41481766,-.62128305,102,18,6
C. Lundgaard,12,2021,FIA Formula 2,50,2,0,2,7,2,0,ART Grand Prix,5,23,0,3,Denmark,.13043478,.086956523,17,0,.086956523,2.173913,-12,-5,,.30434781,1,.41140318,-.18714248,-.38801068,-.47000474,.30625474,19,2,5
M. Armstrong,13,2021,FIA Formula 2,49,1,0,1,3,1,0,DAMS ,8,23,0,7,New Zealand,.30434781,.043478262,33,0,.043478262,2.1304348,-13,-8,,.13043478,1,.30043527,-.83602774,-.38801068,.68941754,-1.6130207,66,10,8
B. Viscaal,14,2021,FIA Formula 2,34,0,0,0,4,0,0,Trident,9,23,0,4,Netherlands,.17391305,0,32,0,0,1.4782609,-14,-9,,.17391305,1,.1894674,-.67380643,-.38801068,-.18014912,-.6922006,15,28,9
D. Beckmann,15,2021,FIA Formula 2,32,1,0,1,6,1,0,Charouz Racing System,10,17,0,2,Germany,.11764706,.05882353,22,0,.05882353,1.8823529,-15,-10,,.35294119,1,.078499503,-.0058361986,-.38801068,-.55525637,.23990899,24,8,10
R. Nissany,16,2021,FIA Formula 2,16,1,0,1,1,1,0,DAMS ,8,23,0,4,Israel,.17391305,.043478262,26,0,.043478262,.69565219,-16,-8,,.043478262,1,-.032468382,-1.1604704,-.38801068,-.18014912,-1.4008003,98,10,8
L. Zendeli,17,2021,FIA Formula 2,13,0,0,0,2,0,0,MP Motorsport,6,17,0,4,Germany,.23529412,0,22,0,0,.7647059,-17,-6,,.11764706,1,-.14343627,-.88373989,-.38801068,.22905876,-1.6442456,64,18,6
J. Hughes,18,2021,FIA Formula 2,8,0,0,1,1,0,0,HWA Racelab,11,8,0,3,United Kingdom,.375,0,43,0,.125,1,-18,-11,,.125,1,-.25440416,-.85630542,-.38801068,1.1604329,-2.6591532,50,12,11
J. Doohan,19,2021,FIA Formula 2,7,0,0,0,2,0,0,MP Motorsport,6,6,0,1,Australia,.16666667,0,3,0,0,1.1666666,-19,-6,,.33333334,1,-.36537206,-.078994833,-.38801068,-.22845837,-.60391921,48,18,6
E. Fittipaldi,20,2021,FIA Formula 2,2,0,0,0,1,0,0,Charouz Racing System,10,8,0,2,Brazil,.25,0,7,0,0,.25,-20,-10,,.125,1,-.47633994,-.85630542,-.38801068,.32709813,-2.0477543,29,8,10
M. Nannini,21,2021,FIA Formula 2,1,0,0,0,0,0,0,Campos Racing,7,8,0,1,Italy,.125,0,27,0,0,.125,-21,-7,,0,1,-.58730781,-1.3226918,-.38801068,-.50623667,-1.7917736,70,5,7
M. Sato,22,2021,FIA Formula 2,1,0,0,0,1,0,0,Trident,9,23,0,4,Japan,.17391305,0,28,0,0,.043478262,-22,-9,,.043478262,1,-.69827574,-1.1604704,-.38801068,-.18014912,-2.0666077,72,28,9
J. Aitken,23,2021,FIA Formula 2,0,0,0,0,0,0,0,HWA Racelab,11,9,0,1,United Kingdom,.11111111,0,43,0,0,0,-23,-11,,0,1,-.80924362,-1.3226918,-.38801068,-.59882945,-1.9211166,42,12,11
G. Samaia,24,2021,FIA Formula 2,0,0,0,0,0,0,0,Charouz Racing System,10,23,0,6,Brazil,.26086956,0,7,0,0,0,-24,-10,,0,1,-.92021149,-1.3226918,-.38801068,.399562,-3.0304761,39,8,10
A. Deledda,25,2021,FIA Formula 2,0,0,0,0,0,0,0,HWA Racelab,11,23,0,9,Italy,.39130434,0,27,0,0,0,-25,-11,,0,1,-1.0311794,-1.3226918,-.38801068,1.2691288,-4.0110106,4,12,11
O. Caldwell,26,2021,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,7,6,0,0,United Kingdom,0,0,43,0,0,0,-26,-7,,0,1,-1.1421473,-1.3226918,-.38801068,-1.3395715,-1.5132782,86,5,7
G. Petecof,27,2021,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,7,6,0,3,Brazil,.5,0,7,0,0,0,-27,-7,,0,1,-1.2531152,-1.3226918,-.38801068,1.9937677,-4.9575853,37,5,7
C. Novalak,28,2021,FIA Formula 2,0,0,0,0,0,0,0,MP Motorsport,6,6,0,1,France,.16666667,0,20,0,0,0,-28,-6,,0,1,-1.3640831,-1.3226918,-.38801068,-.22845837,-2.8463271,21,18,6
L. Sargeant,29,2021,FIA Formula 2,0,0,0,0,0,0,0,HWA Racelab,11,3,0,1,United States,.33333334,0,44,0,0,0,-29,-11,,0,1,-1.4750509,-1.3226918,-.38801068,.88265473,-4.068408,63,12,11
M. Schumacher,1,2020,FIA Formula 2,215,0,2,10,20,2,1,Prema Racing,1,24,0,1,Germany,.041666668,.083333336,22,0,.41666666,8.958333,-1,-1,,.83333331,1,1.6320499,1.7865504,-.38801068,-1.0617932,4.0923829,73,21,1
C. Ilott,2,2020,FIA Formula 2,201,1,2,7,18,3,0,UNI-Virtuosi Racing,2,24,5,2,United Kingdom,.083333336,.125,43,.20833333,.29166666,8.375,-2,-2,,.75,1,1.521082,1.4756262,4.1987867,-.78401494,7.9795098,17,30,2
Y. Tsunoda,3,2020,FIA Formula 2,200,1,2,7,13,3,1,Carlin,3,23,4,2,Japan,.086956523,.13043478,28,.17391305,.30434781,8.695652,-3,-3,,.56521738,1,1.4101142,.7861855,3.440968,-.75986034,6.3971281,119,7,3
R. Shwartzman,4,2020,FIA Formula 2,177,2,2,6,15,4,0,Prema Racing,1,24,0,2,Russia,.083333336,.16666667,37,0,.25,7.375,-4,-1,,.625,1,1.2991463,1.0092399,-.38801068,-.78401494,2.7043905,99,21,1
N. Mazepin,5,2020,FIA Formula 2,164,0,2,5,17,2,1,Hitech Grand Prix,4,23,0,0,Russia,0,.086956523,37,0,.2173913,7.130435,-5,-4,,.73913044,1,1.1881784,1.4350709,-.38801068,-1.3395715,3.57481,81,13,4
G. Zhou,6,2020,FIA Formula 2,151.5,0,0,6,18,0,0,UNI-Virtuosi Racing,2,23,1,1,China,.043478262,0,13,.043478262,.26086956,6.5869565,-6,-2,,.78260869,1,1.0772105,1.5972922,.56923395,-1.0497159,4.2934527,40,30,2
C. Lundgaard,7,2020,FIA Formula 2,149,2,0,6,13,2,0,ART Grand Prix,5,24,1,2,Denmark,.083333336,.083333336,17,.041666668,.25,6.2083335,-7,-5,,.54166669,1,.96624261,.69831574,.52934879,-.78401494,2.977922,19,2,5
L. Delétraz,8,2020,FIA Formula 2,134,0,0,5,16,0,0,Charouz Racing System,7,24,0,0,Switzerland,0,0,40,0,.20833333,5.5833335,-8,-7,,.66666669,1,.85527474,1.1647021,-.38801068,-1.3395715,2.9715376,58,8,7
F. Drugovich,9,2020,FIA Formula 2,121,2,1,4,13,3,0,MP Motorsport,6,23,1,3,Brazil,.13043478,.13043478,7,.043478262,.17391305,5.2608695,-9,-6,,.56521738,1,.74430686,.7861855,.56923395,-.47000474,2.569731,31,18,6
L. Ghiotto,10,2020,FIA Formula 2,106,1,0,4,11,1,0,Hitech Grand Prix,4,23,0,5,Italy,.2173913,.043478262,27,0,.17391305,4.6086955,-10,-4,,.47826087,1,.63333893,.46174294,-.38801068,.10970639,.59736478,60,13,4
D. Ticktum,11,2020,FIA Formula 2,96.5,1,0,4,17,1,0,DAMS,8,22,0,1,United Kingdom,.045454547,.045454547,43,0,.18181819,4.3863635,-11,-8,,.77272725,1,.52237105,1.5604237,-.38801068,-1.0365406,2.7313247,28,9,8
J. Daruvala,12,2020,FIA Formula 2,72,1,0,2,11,1,0,Carlin,3,24,0,1,India,.041666668,.041666668,23,0,.083333336,3,-12,-3,,.45833334,1,.41140318,.38739151,-.38801068,-1.0617932,1.4725772,47,7,3
M. Armstrong,13,2020,FIA Formula 2,52,0,0,2,7,0,0,ART Grand Prix,5,24,0,4,New Zealand,.16666667,0,33,0,.083333336,2.1666667,-13,-5,,.29166666,1,.30043527,-.23445702,-.38801068,-.22845837,-.093574047,66,2,5
J. Aitken,14,2020,FIA Formula 2,48,0,0,2,10,0,0,Campos Racing,9,22,0,3,United Kingdom,.13636364,0,43,0,.090909094,2.1818182,-14,-9,,.45454547,1,.1894674,.37325859,-.38801068,-.43047893,.60519421,42,5,9
N. Matsushita,15,2020,FIA Formula 2,42,0,1,1,6,1,0,MP Motorsport,6,17,0,2,Japan,.11764706,.05882353,28,0,.05882353,2.4705882,-15,-6,,.35294119,1,.078499503,-.0058361986,-.38801068,-.55525637,.23990899,80,18,6
J. Vips,16,2020,FIA Formula 2,16,0,0,1,2,0,0,DAMS,8,8,0,1,Estonia,.125,0,18,0,.125,2,-16,-8,,.25,1,-.032468382,-.3899191,-.38801068,-.50623667,-.30416149,54,9,8
G. Alesi,17,2020,FIA Formula 2,12,0,0,0,2,0,0,BWT HWA Racelab,10,24,0,4,France,.16666667,0,20,0,0,.5,-17,-10,,.083333336,1,-.14343627,-1.0117675,-.38801068,-.22845837,-1.314756,33,4,10
R. Nissany,18,2020,FIA Formula 2,5,0,0,0,2,0,0,Trident,11,24,0,5,Israel,.20833333,0,26,0,0,.20833333,-18,-11,,.083333336,1,-.25440416,-1.0117675,-.38801068,.04931983,-1.7035022,98,28,11
A. Markelov,19,2020,FIA Formula 2,5,0,0,0,2,0,0,BWT HWA Racelab,10,23,0,3,Russia,.13043478,0,37,0,0,.2173913,-19,-10,,.086956523,1,-.36537206,-.99824911,-.38801068,-.47000474,-1.2816272,13,4,10
P. Piquet,20,2020,FIA Formula 2,3,0,0,0,2,0,0,Charouz Racing System,7,24,0,1,Brazil,.041666668,0,7,0,0,.125,-20,-7,,.083333336,1,-.47633994,-1.0117675,-.38801068,-1.0617932,-.81432492,92,8,7
S. Gelael,21,2020,FIA Formula 2,3,0,0,0,2,0,0,DAMS,8,10,0,7,Indonesia,.69999999,0,24,0,0,.30000001,-21,-8,,.2,1,-.58730781,-.57647359,-.38801068,3.3271034,-4.8788953,108,9,8
M. Sato,22,2020,FIA Formula 2,1,0,0,0,1,0,0,Trident,11,24,0,4,Japan,.16666667,0,28,0,0,.041666668,-22,-11,,.041666668,1,-.69827574,-1.1672297,-.38801068,-.22845837,-2.0250578,72,28,11
J. Hughes,23,2020,FIA Formula 2,0,0,0,0,0,0,0,BWT HWA Racelab,10,2,0,1,United Kingdom,.5,0,43,0,0,0,-23,-10,,0,1,-.80924362,-1.3226918,-.38801068,1.9937677,-4.5137138,50,4,10
G. Samaia,24,2020,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,9,24,0,3,Brazil,.125,0,7,0,0,0,-24,-9,,0,1,-.92021149,-1.3226918,-.38801068,-.50623667,-2.1246772,39,5,9
R. Boschung,25,2020,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,9,2,0,1,Switzerland,.5,0,40,0,0,0,-25,-9,,0,1,-1.0311794,-1.3226918,-.38801068,1.9937677,-4.7356496,94,5,9
T. Pourchaire,26,2020,FIA Formula 2,0,0,0,0,0,0,0,BWT HWA Racelab,10,4,0,1,France,.25,0,20,0,0,0,-26,-10,,0,1,-1.1421473,-1.3226918,-.38801068,.32709813,-3.1799479,117,4,10
N. de Vries,1,2019,FIA Formula 2,266,1,3,12,20,4,0,ART Grand Prix,3,22,5,0,Netherlands,0,.18181819,32,.22727273,.54545456,12.090909,-1,-3,,.90909094,1,1.6320499,2.0692089,4.6157684,-1.3395715,9.656599,84,2,3
N. Latifi,2,2019,FIA Formula 2,214,1,3,9,19,4,1,DAMS,1,22,0,0,Canada,0,.18181819,12,0,.40909091,9.727273,-2,-1,,.86363637,1,1.521082,1.8996139,-.38801068,-1.3395715,4.3722568,79,9,1
L. Ghiotto,3,2019,FIA Formula 2,207,3,1,10,15,4,0,UNI-Virtuosi Racing,2,21,2,4,Italy,.19047619,.19047619,27,.095238097,.47619048,9.8571424,-3,-2,,.71428573,1,1.4101142,1.342373,1.7088109,-.069727942,4.5310259,60,30,2
S. Sette Câmara,4,2019,FIA Formula 2,204,1,1,8,17,2,0,DAMS,1,22,2,2,Brazil,.090909094,.090909094,7,.090909094,.36363637,9.272727,-4,-1,,.77272725,1,1.2991463,1.5604237,1.613501,-.73350978,5.2065806,111,9,1
J. Aitken,5,2019,FIA Formula 2,159,2,1,7,15,3,0,Campos Racing,5,22,0,1,United Kingdom,.045454547,.13636364,43,0,.31818181,7.2272725,-5,-5,,.68181819,1,1.1881784,1.2212337,-.38801068,-1.0365406,3.0579422,42,5,5
N. Matsushita,6,2019,FIA Formula 2,144,0,2,5,16,2,0,Carlin,4,22,1,2,Japan,.090909094,.090909094,28,.045454547,.22727273,6.5454545,-6,-4,,.72727275,1,1.0772105,1.3908288,.61274511,-.73350978,3.8142943,80,7,4
G. Zhou,7,2019,FIA Formula 2,140,0,0,5,18,0,0,UNI-Virtuosi Racing,2,22,1,2,China,.090909094,0,13,.045454547,.22727273,6.3636365,-7,-2,,.81818181,1,.96624261,1.7300187,.61274511,-.73350978,4.0425162,40,30,2
L. Delétraz,8,2019,FIA Formula 2,92,0,0,3,12,0,0,Carlin,4,22,0,5,Switzerland,.22727273,0,40,0,.13636364,4.181818,-8,-4,,.54545456,1,.85527474,.71244866,-.38801068,.17558277,1.0041299,58,7,4
J. King,9,2019,FIA Formula 2,79,0,0,2,12,0,0,MP Motorsport,7,20,0,1,United Kingdom,.050000001,0,43,0,.1,3.95,-9,-7,,.60000002,1,.74430686,.91596276,-.38801068,-1.0062375,2.2784965,51,18,7
A. Hubert,10,2019,FIA Formula 2,77,2,0,2,9,2,0,BWT Arden,8,16,0,0,France,0,.125,20,0,.125,4.8125,-10,-8,,.5625,1,.63333893,.77604675,-.38801068,-1.3395715,2.3609464,7,3,8
C. Ilott,11,2019,FIA Formula 2,74,0,0,3,11,0,0,Sauber Junior Team by Charouz,6,19,1,3,United Kingdom,.15789473,0,43,.052631579,.15789473,3.8947368,-11,-6,,.57894737,1,.52237105,.83741337,.77075917,-.2869381,2.4174817,17,27,6
M. Schumacher,12,2019,FIA Formula 2,53,1,0,1,9,1,0,Prema Racing,9,19,0,5,Germany,.2631579,.052631579,22,0,.052631579,2.7894738,-12,-9,,.47368422,1,.41140318,.44466701,-.38801068,.41481766,.053241849,73,21,9
J. Correa,13,2019,FIA Formula 2,36,0,0,2,4,0,0,Sauber Junior Team by Charouz,6,16,0,2,United States,.125,0,44,0,.125,2.25,-13,-6,,.25,1,.30043527,-.3899191,-.38801068,-.50623667,.028742164,45,27,6
D. Boccolacci,14,2019,FIA Formula 2,30,0,0,0,4,0,0,Campos Racing,5,14,0,2,France,.14285715,0,20,0,0,2.1428571,-14,-5,,.2857143,1,.1894674,-.2566658,-.38801068,-.38718882,-.068020254,26,5,5
G. Alesi,15,2019,FIA Formula 2,20,0,0,0,6,0,0,Trident,10,19,0,7,France,.36842105,0,20,0,0,1.0526316,-15,-10,,.31578946,1,.078499503,-.14445265,-.38801068,1.1165732,-1.5705371,33,28,10
A. Markelov,16,2019,FIA Formula 2,16,0,0,0,2,0,0,BWT Arden,8,6,0,3,Russia,.5,0,37,0,0,2.6666667,-16,-8,,.33333334,1,-.032468382,-.078994833,-.38801068,1.9937677,-2.4932415,13,3,8
S. Gelael,17,2019,FIA Formula 2,15,0,0,0,5,0,0,Prema Racing,9,18,0,5,Indonesia,.27777779,0,24,0,0,.83333331,-17,-9,,.27777779,1,-.14343627,-.28627765,-.38801068,.51228374,-1.3300084,108,21,9
N. Mazepin,18,2019,FIA Formula 2,11,0,0,0,5,0,0,ART Grand Prix,3,20,0,4,Russia,.2,0,37,0,0,.55000001,-18,-3,,.25,1,-.25440416,-.3899191,-.38801068,-.0062357713,-1.0260981,81,2,3
R. Boschung,19,2019,FIA Formula 2,3,0,0,0,2,0,0,Trident ,10,14,0,4,Switzerland,.2857143,0,40,0,0,.21428572,-19,-10,,.14285715,1,-.36537206,-.78967881,-.38801068,.56519389,-2.1082554,94,29,10
M. Raghunathan,20,2019,FIA Formula 2,1,0,0,0,1,0,0,MP Motorsport,7,18,0,2,Netherlands,.11111111,0,32,0,0,.055555556,-20,-7,,.055555556,1,-.47633994,-1.1154089,-.38801068,-.59882945,-1.3809301,71,18,7
M. Sato,21,2019,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,5,6,0,0,Japan,0,0,28,0,0,0,-21,-5,,0,1,-.58730781,-1.3226918,-.38801068,-1.3395715,-.95843881,72,5,5
T. Calderón,22,2019,FIA Formula 2,0,0,0,0,0,0,0,BWT Arden,8,20,0,6,Columbia,.30000001,0,15,0,0,0,-22,-8,,0,1,-.69827574,-1.3226918,-.38801068,.66043216,-3.0694103,114,3,8
C. Lundgaard,23,2019,FIA Formula 2,0,0,0,0,0,0,0,Trident,10,2,0,0,Denmark,0,0,17,0,0,0,-23,-10,,0,1,-.80924362,-1.3226918,-.38801068,-1.3395715,-1.1803746,19,28,10
A. Maini,24,2019,FIA Formula 2,0,0,0,0,0,0,0,Campos Racing,5,5,0,2,India,.40000001,0,23,0,0,0,-24,-5,,0,1,-.92021149,-1.3226918,-.38801068,1.3270999,-3.958014,12,5,5
M. Isaakyan,25,2019,FIA Formula 2,0,0,0,0,0,0,0,Sauber Junior Team by Charouz,6,4,0,1,Russia,.25,0,37,0,0,0,-25,-6,,0,1,-1.0311794,-1.3226918,-.38801068,.32709813,-3.06898,69,27,6
P. O'Ward,26,2019,FIA Formula 2,0,0,0,0,0,0,0,MP Motorsport,7,2,0,0,United States,0,0,44,0,0,0,-26,-7,,0,1,-1.1421473,-1.3226918,-.38801068,-1.3395715,-1.5132782,91,18,7
R. Tveter,27,2019,FIA Formula 2,0,0,0,0,0,0,0,Trident,10,2,0,0,United States,0,0,44,0,0,0,-27,-10,,0,1,-1.2531152,-1.3226918,-.38801068,-1.3395715,-1.6242461,101,28,10
G. Russell,1,2018,FIA Formula 2,287,3,4,14,18,7,1,ART Grand Prix,2,24,5,3,United Kingdom,.125,.29166666,43,.20833333,.58333331,11.958333,-1,-2,,.75,1,1.6320499,1.4756262,4.1987867,-.50623667,7.8126993,38,2,2
L. Norris,2,2018,FIA Formula 2,219,0,1,9,20,1,1,Carlin,1,24,1,2,United Kingdom,.083333336,.041666668,43,.041666668,.375,9.125,-2,-1,,.83333331,1,1.521082,1.7865504,.52934879,-.78401494,4.620996,62,7,1
A. Albon,3,2018,FIA Formula 2,212,1,3,8,18,4,1,DAMS,3,24,3,4,Thailand,.16666667,.16666667,41,.125,.33333334,8.833333,-3,-3,,.75,1,1.4101142,1.4756262,2.3640678,-.22845837,5.4782667,1,9,3
N. de Vries,4,2018,FIA Formula 2,202,1,2,6,17,3,0,Prema Racing,5,24,2,4,Netherlands,.16666667,.125,32,.083333336,.25,8.416667,-4,-5,,.70833331,1,1.2991463,1.3201641,1.4467083,-.22845837,4.294477,84,21,5
A. Markelov,5,2018,FIA Formula 2,186,2,1,7,17,3,0,Russian Time,4,24,0,3,Russia,.125,.125,37,0,.29166666,7.75,-5,-4,,.70833331,1,1.1881784,1.3201641,-.38801068,-.50623667,2.6265686,13,26,4
S. Sette Câmara,6,2018,FIA Formula 2,164,0,0,8,15,0,0,Carlin,1,21,1,3,Brazil,.14285715,0,7,.047619049,.38095239,7.8095236,-6,-1,,.71428573,1,1.0772105,1.342373,.66040015,-.38718882,3.4671726,111,7,1
A. Fuoco,7,2018,FIA Formula 2,141,2,0,6,14,2,0,Charouz Racing System,6,22,0,3,Italy,.13636364,.090909094,27,0,.27272728,6.409091,-7,-6,,.63636363,1,.96624261,1.0516386,-.38801068,-.43047893,2.0603495,6,8,6
L. Ghiotto,8,2018,FIA Formula 2,111,0,0,4,13,0,0,Campos Vexatec Racing,7,24,0,3,Italy,.125,0,27,0,.16666667,4.625,-8,-7,,.54166669,1,.85527474,.69831574,-.38801068,-.50623667,1.6718165,60,6,7
N. Latifi,9,2018,FIA Formula 2,91,1,0,3,13,1,0,DAMS,3,24,0,3,Canada,.125,.041666668,12,0,.125,3.7916667,-9,-3,,.54166669,1,.74430686,.69831574,-.38801068,-.50623667,1.5608486,79,9,3
L. Delétraz,10,2018,FIA Formula 2,74,0,0,2,8,0,0,Charouz Racing System,6,24,0,4,Switzerland,.16666667,0,40,0,.083333336,3.0833333,-10,-6,,.33333334,1,.63333893,-.078994833,-.38801068,-.22845837,.39479178,58,8,6
J. Aitken,11,2018,FIA Formula 2,63,1,0,2,8,1,0,ART Grand Prix,2,23,0,5,United Kingdom,.2173913,.043478262,43,0,.086956523,2.7391305,-11,-2,,.34782609,1,.52237105,-.024921069,-.38801068,.10970639,-.00026709028,42,2,2
R. Merhi,12,2018,FIA Formula 2,61,0,0,2,10,0,0,MP Motorsport,8,18,0,3,Spain,.16666667,0,38,0,.11111111,3.3888888,-12,-8,,.55555558,1,.41140318,.75013649,-.38801068,-.22845837,1.0019873,96,18,8
T. Makino,13,2018,FIA Formula 2,48,0,1,1,9,1,0,Russian Time,4,24,0,5,Japan,.20833333,.041666668,28,0,.041666668,2,-13,-4,,.375,1,.30043527,.076467238,-.38801068,.04931983,-.060427997,116,26,4
M. Günther,14,2018,FIA Formula 2,41,1,0,2,6,1,0,BWT Arden,9,22,0,5,Germany,.22727273,.045454547,22,0,.090909094,1.8636364,-14,-9,,.27272728,1,.1894674,-.30512154,-.38801068,.17558277,-.67924762,68,3,9
S. Gelael,15,2018,FIA Formula 2,29,0,0,1,4,0,0,Prema Racing,5,23,0,10,Indonesia,.43478259,0,24,0,.043478262,1.2608696,-15,-5,,.17391305,1,.078499503,-.67380643,-.38801068,1.5589843,-2.5423019,108,21,5
A. Maini,16,2018,FIA Formula 2,24,0,0,0,5,0,0,Trident,10,23,0,5,India,.2173913,0,23,0,0,1.0434783,-16,-10,,.2173913,1,-.032468382,-.51158512,-.38801068,.10970639,-1.0417706,12,28,10
R. Boschung,17,2018,FIA Formula 2,17,0,0,0,7,0,0,MP Motorsport,8,20,0,9,Switzerland,.44999999,0,40,0,0,.85000002,-17,-8,,.34999999,1,-.14343627,-.01681005,-.38801068,1.6604338,-2.2086909,94,18,8
N. Fukuzumi,18,2018,FIA Formula 2,17,0,0,0,8,0,0,BWT Arden,9,23,0,6,Japan,.26086956,0,28,0,0,.73913044,-18,-9,,.34782609,1,-.25440416,-.024921069,-.38801068,.399562,-1.0668979,75,3,9
S. Ferrucci,19,2018,FIA Formula 2,7,0,0,0,3,0,0,Trident,10,12,0,3,United States,.25,0,44,0,0,.58333331,-19,-10,,.25,1,-.36537206,-.3899191,-.38801068,.32709813,-1.4704,107,28,10
A. Lorandi,20,2018,FIA Formula 2,6,0,0,0,1,0,0,Trident,10,10,0,2,Italy,.2,0,27,0,0,.60000002,-20,-10,,.1,1,-.47633994,-.9495827,-.38801068,-.0062357713,-1.8076975,11,28,10
D. Boccolacci,21,2018,FIA Formula 2,3,0,0,0,2,0,0,MP Motorsport,8,8,0,1,France,.125,0,20,0,0,.375,-21,-8,,.25,1,-.58730781,-.3899191,-.38801068,-.50623667,-.85900092,26,18,8
R. Nissany,22,2018,FIA Formula 2,1,0,0,0,1,0,0,Campos Vexatec Racing,7,20,0,4,Israel,.2,0,26,0,0,.050000001,-22,-7,,.050000001,1,-.69827574,-1.1361372,-.38801068,-.0062357713,-2.216188,98,6,7
D. Ticktum,23,2018,FIA Formula 2,0,0,0,0,0,0,0,BWT Arden,9,2,0,1,United Kingdom,.5,0,43,0,0,0,-23,-9,,0,1,-.80924362,-1.3226918,-.38801068,1.9937677,-4.5137138,28,3,9
N. Kari,24,2018,FIA Formula 2,0,0,0,0,0,0,0,MP Motorsport,8,4,0,3,Finland,.75,0,19,0,0,0,-24,-8,,0,1,-.92021149,-1.3226918,-.38801068,3.6604373,-6.2913513,77,18,8
