drivername,championshipposition,yearofseason,points,totalwins,podiums,pointsfinishes,numberofraces,polepositions,dnsdnfdsq,promotedf2,promotedf1,team,constructorsstandings,nationality,rev_championship_pos,pole_rate,podium_rate,points_per_race,dnf_rate,win_rate,rev_const_champ,points_finish_rate,driver_id,post_formalization,z_rev,z_points,z_pole,perf_index
David Schumacher,28,2022,0,0,0,0,4,0,0,0,0,Charouz Racing System,10,Germany,-28,0,0,0,0,0,-10,0,32,1,-1.0052893,-1.0876089,-.36976811,-2.4626663
Federico Malvestiti,29,2022,0,0,0,0,16,0,1,0,0,Jenzer Motorsport,9,Italy,-29,0,0,0,.0625,0,-9,0,41,1,-1.1037867,-1.0876089,-.36976811,-2.5611637
Niko Kari,30,2022,0,0,0,0,2,0,0,0,0,Jenzer Motorsport,9,Finland,-30,0,0,0,0,0,-9,0,106,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Lirim Zendeli,31,2022,0,0,0,0,2,0,0,0,0,Charouz Racing System,10,Germany,-31,0,0,0,0,0,-10,0,84,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
Nazim Azman,32,2022,0,0,0,0,18,0,3,0,0,Hitech Grand Prix,5,Malaysia,-32,0,0,0,.16666667,0,-5,0,101,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
Hunter Yeany,33,2022,0,0,0,0,11,0,0,0,0,Campos Racing,8,United States,-33,0,0,0,0,0,-8,0,56,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
Enzo Trulli,34,2022,0,0,0,0,17,0,1,0,0,Carlin,7,Italy,-34,0,0,0,.05882353,0,-7,0,39,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
Ayrton Simmons,35,2022,0,0,0,0,2,0,0,0,0,Charouz Racing System,10,United Kingdom,-35,0,0,0,0,0,-10,0,13,1,-1.6947712,-1.0876089,-.36976811,-3.1521482
Filip Ugran,36,2022,0,0,0,0,2,0,0,0,0,MP Motorsport,4,Romania,-36,0,0,0,0,0,-4,0,44,1,-1.7932686,-1.0876089,-.36976811,-3.2506456
László Tóth,37,2022,0,0,0,0,18,0,2,0,0,Charouz Racing System,10,Hungary,-37,0,0,0,.11111111,0,-10,0,90,1,-1.891766,-1.0876089,-.36976811,-3.349143
Christian Mansell,38,2022,0,0,0,0,4,0,1,0,0,Charouz Racing System,10,United Kingdom,-38,0,0,0,.25,0,-10,0,28,1,-1.9902635,-1.0876089,-.36976811,-3.4476404
Alessandro Famularo,39,2022,0,0,0,0,2,0,0,0,0,Charouz Racing System,10,Italy,-39,0,0,0,0,0,-10,0,1,1,-2.0887609,-1.0876089,-.36976811,-3.5461378
Zden?k Chovanec,40,2022,0,0,0,0,4,0,2,0,0,Charouz Racing System,10,Portugal,-40,0,0,0,.5,0,-10,0,153,1,-2.1872582,-1.0876089,-.36976811,-3.6446352
Dennis Hauger,1,2021,205,4,9,16,20,3,1,1,0,Prema Racing,2,Norway,-1,.15000001,.44999999,10.25,.050000001,.2,-2,.80000001,34,1,1.6541409,1.692435,3.2385592,6.5851355
Jack Doohan,2,2021,179,4,7,14,20,2,0,1,0,Trident,1,Australia,-2,.1,.34999999,8.9499998,0,.2,-1,.69999999,61,1,1.5556436,1.3449295,2.0357835,4.9363565
Clément Novalak,3,2021,147,0,4,16,20,0,2,1,0,Trident,1,France,-3,0,.2,7.3499999,.1,0,-1,.80000001,30,1,1.4571462,1.692435,-.36976811,2.7798131
Frederik Vesti,4,2021,138,1,5,17,20,1,1,1,0,ART Grand Prix,3,Denmark,-4,.050000001,.25,6.9000001,.050000001,.050000001,-3,.85000002,49,1,1.3586488,1.8661878,.83300769,4.0578442
Victor Martins,5,2021,131,1,6,15,20,0,1,0,0,MP Motorsport,4,France,-5,0,.30000001,6.5500002,.050000001,.050000001,-4,.75,147,1,1.2601513,1.5186822,-.36976811,2.4090655
Alexander Smolyar,6,2021,107,2,4,12,20,0,1,0,0,ART Grand Prix,3,Russia,-6,0,.2,5.3499999,.050000001,.1,-3,.60000002,7,1,1.1616539,.99742407,-.36976811,1.7893099
Logan Sargeant,7,2021,102,1,4,15,20,0,3,1,0,Charouz Racing System,5,United States,-7,0,.2,5.0999999,.15000001,.050000001,-5,.75,85,1,1.0631565,1.5186822,-.36976811,2.2120707
Olli Caldwell,8,2021,93,1,4,13,20,0,1,1,0,Prema Racing,2,United Kingdom,-8,0,.2,4.6500001,.050000001,.050000001,-2,.64999998,114,1,.96465909,1.1711767,-.36976811,1.7660676
Caio Collet,9,2021,93,0,2,12,20,0,2,0,0,MP Motorsport,4,Brazil,-9,0,.1,4.6500001,.1,0,-4,.60000002,20,1,.86616164,.99742407,-.36976811,1.4938176
Arthur Leclerc,10,2021,79,2,3,10,20,1,2,0,0,Prema Racing,2,Monaco,-10,.050000001,.15000001,3.95,.1,.1,-2,.5,11,1,.76766425,.6499185,.83300769,2.2505903
David Schumacher,11,2021,55,1,2,7,20,0,2,0,0,Trident,1,Germany,-11,0,.1,2.75,.1,.050000001,-1,.34999999,32,1,.6691668,.12866025,-.36976811,.42805892
Ayumu Iwasa,12,2021,52,1,2,10,19,0,2,1,0,Hitech Grand Prix,6,Japan,-12,0,.10526316,2.7368422,.10526316,.052631579,-6,.52631581,14,1,.57066941,.7413674,-.36976811,.94226873
Jak Crawford,13,2021,45,0,1,8,20,0,1,0,0,Hitech Grand Prix,6,United States,-13,0,.050000001,2.25,.050000001,0,-6,.40000001,62,1,.47217199,.30241302,-.36976811,.4048169
Matteo Nannini,14,2021,44,1,2,6,20,0,2,0,0,HWA Racelab,7,Italy,-14,0,.1,2.2,.1,.050000001,-7,.30000001,94,1,.37367457,-.045092449,-.36976811,-.04118599
Lorenzo Colombo,15,2021,32,1,1,4,20,0,2,0,0,Campos Racing,8,Italy,-15,0,.050000001,1.6,.1,.050000001,-8,.2,86,1,.27517715,-.39259797,-.36976811,-.48718894
Roman Stan?k,16,2021,29,0,2,4,20,0,0,0,0,Hitech Grand Prix,6,Czech Republic,-16,0,.1,1.45,0,0,-6,.2,130,1,.17667975,-.39259797,-.36976811,-.58568633
Enzo Fittipaldi,17,2021,25,0,1,4,12,0,1,0,0,Charouz Racing System,5,Brazil,-17,0,.083333336,2.0833333,.083333336,0,-5,.33333334,38,1,.078182325,.070742711,-.36976811,-.22084308
Jonny Edgar,18,2021,23,0,0,5,20,0,2,0,0,Carlin Buzz Racing,10,United Kingdom,-18,0,0,1.15,.1,0,-10,.25,70,1,-.020315092,-.21884523,-.36976811,-.60892844
Calan Williams,19,2021,15,0,1,3,20,0,1,1,0,Jenzer Motorsport,9,Australia,-19,0,.050000001,.75,.050000001,0,-9,.15000001,21,1,-.11881251,-.5663507,-.36976811,-1.0549313
Johnathan Hoggard,20,2021,14,0,0,3,17,0,2,0,0,Jenzer Motorsport,9,United Kingdom,-20,0,0,.82352942,.11764706,0,-9,.17647059,69,1,-.21730992,-.47436398,-.36976811,-1.061442
Juan Manuel Correa,21,2021,11,0,0,5,20,0,0,0,0,ART Grand Prix,3,United States,-21,0,0,.55000001,0,0,-3,.25,74,1,-.31580734,-.21884523,-.36976811,-.90442067
Kaylen Frederick,22,2021,2,0,0,1,13,0,1,0,0,Carlin Buzz Racing,10,United States,-22,0,0,.15384616,.07692308,0,-10,.07692308,77,1,-.41430476,-.82029706,-.36976811,-1.6043699
Amaury Cordeel,23,2021,0,0,0,0,20,0,4,1,0,Campos Racing,8,Belgium,-23,0,0,0,.2,0,-8,0,8,1,-.51280218,-1.0876089,-.36976811,-1.9701792
Ido Cohen,24,2021,0,0,0,0,20,0,7,0,0,Carlin Buzz Racing,10,Israel,-24,0,0,0,.34999999,0,-10,0,57,1,-.61129957,-1.0876089,-.36976811,-2.0686767
Oliver Rasmussen,25,2021,0,0,0,0,20,0,3,0,0,HWA Racelab,7,Denmark,-25,0,0,0,.15000001,0,-7,0,113,1,-.70979702,-1.0876089,-.36976811,-2.1671741
Tijmen van der Helm,26,2021,0,0,0,0,20,0,3,0,0,MP Motorsport,4,Netherlands,-26,0,0,0,.15000001,0,-4,0,142,1,-.80829442,-1.0876089,-.36976811,-2.2656715
Jake Hughes,27,2021,0,0,0,0,3,0,0,1,0,Carlin Buzz Racing,10,United Kingdom,-27,0,0,0,0,0,-10,0,63,1,-.90679187,-1.0876089,-.36976811,-2.3641689
Reshad de Gerus,28,2021,0,0,0,0,12,0,0,0,0,Charouz Racing System,5,France,-28,0,0,0,0,0,-5,0,125,1,-1.0052893,-1.0876089,-.36976811,-2.4626663
Rafael Villagómez,29,2021,0,0,0,0,20,0,2,0,0,HWA Racelab,7,Mexico,-29,0,0,0,.1,0,-7,0,122,1,-1.1037867,-1.0876089,-.36976811,-2.5611637
Pierre-Louis Chovet,30,2021,0,0,0,0,6,0,1,0,0,Campos Racing,8,France,-30,0,0,0,.16666667,0,-8,0,119,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Filip Ugran,31,2021,0,0,0,0,20,0,1,0,0,Jenzer Motorsport,9,Romania,-31,0,0,0,.050000001,0,-9,0,44,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
László Tóth,32,2021,0,0,0,0,17,0,2,0,0,Campos Racing,8,Hungary,-32,0,0,0,.11764706,0,-8,0,90,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
Hunter Yeany,33,2021,0,0,0,0,5,0,1,0,0,Charouz Racing System,5,United States,-33,0,0,0,.2,0,-5,0,56,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
Zden?k Chovanec,34,2021,0,0,0,0,8,0,0,0,0,Charouz Racing System,5,Portugal,-34,0,0,0,0,0,-5,0,153,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
Ayrton Simmons,35,2021,0,0,0,0,2,0,0,0,0,Charouz Racing System,5,United Kingdom,-35,0,0,0,0,0,-5,0,13,1,-1.6947712,-1.0876089,-.36976811,-3.1521482
Oscar Piastri,1,2020,164,2,6,15,18,0,2,1,0,Prema Racing,1,Australia,-1,0,.33333334,9.1111107,.11111111,.11111111,-1,.83333331,115,1,1.6541409,1.8082701,-.36976811,3.092643
Théo Pourchaire,2,2020,161,2,8,15,18,0,0,1,0,ART Grand Prix,3,France,-2,0,.44444445,8.9444447,0,.11111111,-3,.83333331,140,1,1.5556436,1.8082701,-.36976811,2.9941456
Logan Sargeant,3,2020,160,2,6,13,18,3,3,1,0,Prema Racing,1,United States,-3,.16666667,.33333334,8.8888893,.16666667,.11111111,-1,.72222221,85,1,1.4571462,1.4221529,3.6394846,6.5187836
Frederik Vesti,4,2020,146,3,4,13,18,1,4,0,0,Prema Racing,1,Denmark,-4,.055555556,.22222222,8.1111107,.22222222,.16666667,-1,.72222221,49,1,1.3586488,1.4221529,.96664941,3.7474511
Liam Lawson,5,2020,143,3,6,15,18,1,3,1,0,Hitech Grand Prix,4,New Zealand,-5,.055555556,.33333334,7.9444447,.16666667,.16666667,-4,.83333331,83,1,1.2601513,1.8082701,.96664941,4.0350709
David Beckmann,6,2020,140,2,6,17,18,0,1,1,0,Trident,2,Germany,-6,0,.33333334,7.7777777,.055555556,.11111111,-2,.94444442,31,1,1.1616539,2.1943872,-.36976811,2.9862731
Jake Hughes,7,2020,112,2,4,11,18,0,2,0,0,HWA Racelab,5,United Kingdom,-7,0,.22222222,6.2222223,.11111111,.11111111,-5,.6111111,63,1,1.0631565,1.0360357,-.36976811,1.729424
Lirim Zendeli,8,2020,104,1,3,11,18,2,2,1,0,Trident,2,Germany,-8,.11111111,.16666667,5.7777777,.11111111,.055555556,-2,.6111111,84,1,.96465909,1.0360357,2.303067,4.3037615
Richard Verschoor,9,2020,69,0,1,13,18,0,0,1,0,MP Motorsport,6,Netherlands,-9,0,.055555556,3.8333333,0,0,-6,.72222221,126,1,.86616164,1.4221529,-.36976811,1.9185464
Alex Peroni,10,2020,64,0,3,8,18,0,1,0,0,Campos Racing,7,Australia,-10,0,.16666667,3.5555556,.055555556,0,-7,.44444445,6,1,.76766425,.45685992,-.36976811,.85475606
Alexander Smolyar,11,2020,59,0,1,10,18,0,2,0,0,ART Grand Prix,3,Russia,-11,0,.055555556,3.2777777,.11111111,0,-3,.55555558,7,1,.6691668,.84297723,-.36976811,1.1423759
Clément Novalak,12,2020,45,0,2,7,17,0,1,0,0,Carlin Buzz Racing,8,United Kingdom,-12,0,.11764706,2.6470587,.05882353,0,-8,.41176471,30,1,.57066941,.34329602,-.36976811,.54419732
Bent Viscaal,13,2020,40,1,2,4,17,0,4,1,0,MP Motorsport,6,Netherlands,-13,0,.11764706,2.3529413,.23529412,.05882353,-6,.23529412,16,1,.47217199,-.26994899,-.36976811,-.16754511
Sebastián Fernández,14,2020,31,0,0,7,18,1,2,0,0,ART Grand Prix,3,Spain,-14,.055555556,0,1.7222222,.11111111,0,-3,.3888889,133,1,.37367457,.26380131,.96664941,1.6041253
Enzo Fittipaldi,15,2020,27,0,0,6,18,0,0,0,0,HWA Racelab,5,Brazil,-15,0,0,1.5,0,0,-5,.33333334,38,1,.27517715,.070742711,-.36976811,-.023848251
Olli Caldwell,16,2020,18,0,0,4,18,0,3,0,0,Trident,2,United Kingdom,-16,0,0,1,.16666667,0,-2,.22222222,114,1,.17667975,-.31537455,-.36976811,-.50846291
Dennis Hauger,17,2020,14,0,1,2,18,0,1,0,0,Hitech Grand Prix,4,Norway,-17,0,.055555556,.77777779,.055555556,0,-4,.11111111,34,1,.078182325,-.70149177,-.36976811,-.99307758
Matteo Nannini,18,2020,11,0,1,2,17,0,3,1,0,Jenzer Motorsport,9,Italy,-18,0,.05882353,.64705884,.17647059,0,-9,.11764706,94,1,-.020315092,-.67877901,-.36976811,-1.0688622
Pierre-Louis Chovet,19,2020,5,0,0,1,4,0,1,0,0,Hitech Grand Prix,4,France,-19,0,0,1.25,.25,0,-4,.25,119,1,-.11881251,-.21884523,-.36976811,-.70742583
Max Fewtrell,20,2020,5,0,0,2,12,0,2,0,0,Hitech Grand Prix,4,United Kingdom,-20,0,0,.41666666,.16666667,0,-4,.16666667,97,1,-.21730992,-.50843316,-.36976811,-1.0955112
Roman Stan?k,21,2020,3,0,0,1,18,0,1,0,0,Charouz Racing System,10,Czech Republic,-21,0,0,.16666667,.055555556,0,-10,.055555556,130,1,-.31580734,-.89455038,-.36976811,-1.5801258
Ben Barnicoat,22,2020,1,0,0,1,4,0,1,0,0,Carlin Buzz Racing,8,United Kingdom,-22,0,0,.25,.25,0,-8,.25,15,1,-.41430476,-.21884523,-.36976811,-1.0029181
Michael Belov,23,2020,1,0,0,1,6,0,1,0,0,Charouz Racing System,10,Russia,-23,0,0,.16666667,.16666667,0,-10,.16666667,99,1,-.51280218,-.50843316,-.36976811,-1.3910035
Igor Fraga,24,2020,1,0,0,1,16,0,2,0,0,Charouz Racing System,10,Brazil,-24,0,0,.0625,.125,0,-10,.0625,58,1,-.61129957,-.87041807,-.36976811,-1.8514857
Cameron Das,25,2020,0,0,0,0,18,0,2,0,0,Carlin Buzz Racing,8,United States,-25,0,0,0,.11111111,0,-8,0,23,1,-.70979702,-1.0876089,-.36976811,-2.1671741
Jack Doohan,26,2020,0,0,0,0,18,0,4,0,0,HWA Racelab,5,Australia,-26,0,0,0,.22222222,0,-5,0,61,1,-.80829442,-1.0876089,-.36976811,-2.2656715
Lukas Dunner,27,2020,0,0,0,0,18,0,4,0,0,MP Motorsport,6,Austria,-27,0,0,0,.22222222,0,-6,0,88,1,-.90679187,-1.0876089,-.36976811,-2.3641689
David Schumacher,28,2020,0,0,0,0,18,0,2,0,0,Charouz Racing System,10,Germany,-28,0,0,0,.11111111,0,-10,0,32,1,-1.0052893,-1.0876089,-.36976811,-2.4626663
Sophia Flörsch,29,2020,0,0,0,0,16,0,1,0,0,Campos Racing,7,Germany,-29,0,0,0,.0625,0,-7,0,136,1,-1.1037867,-1.0876089,-.36976811,-2.5611637
Federico Malvestiti,30,2020,0,0,0,0,18,0,3,0,0,Jenzer Motorsport,9,Italy,-30,0,0,0,.16666667,0,-9,0,41,1,-1.2022841,-1.0876089,-.36976811,-2.6596611
Calan Williams,31,2020,0,0,0,0,18,0,3,0,0,Jenzer Motorsport,9,Australia,-31,0,0,0,.16666667,0,-9,0,21,1,-1.3007815,-1.0876089,-.36976811,-2.7581584
Enaam Ahmed,32,2020,0,0,0,0,6,0,0,0,0,Carlin Buzz Racing,8,United Kingdom,-32,0,0,0,0,0,-8,0,37,1,-1.3992789,-1.0876089,-.36976811,-2.8566558
Leonardo Pulcini,33,2020,0,0,0,0,2,0,0,0,0,Carlin Buzz Racing,8,Italy,-33,0,0,0,0,0,-8,0,82,1,-1.4977764,-1.0876089,-.36976811,-2.9551535
Alessio Deledda,34,2020,0,0,0,0,18,0,3,1,0,Campos Racing,7,Italy,-34,0,0,0,.16666667,0,-7,0,3,1,-1.5962738,-1.0876089,-.36976811,-3.0536509
